,0
243,3382.4993
244,3359.8435
245,6003.6836
246,7411.4673
247,10659.795
248,3088.6758
249,4626.294
250,14281.577
251,9434.003
252,3451.5024
253,7594.0474
254,12983.902
255,7467.8423
256,4920.6704
257,11669.533
258,4879.703
259,6646.5684
260,4027.5166
261,5448.7466
262,13901.79
263,18822.19
264,4817.243
265,3791.9932
266,5161.1953
267,7987.9624
268,11843.393
269,3844.2622
270,5672.701
271,7415.7764
272,12742.531
273,13583.891
274,5952.7793
275,2786.487
276,3786.259
277,3054.5974
278,11033.904
279,6215.6177
280,5639.806
281,4606.459
282,14571.621
283,8852.579
284,4884.9443
285,3349.7969
286,7298.339
287,4883.2334
288,7278.2466
289,6809.683
290,21646.164
291,5741.627
292,7014.3394
293,3886.897
294,5171.288
295,23634.598
296,20042.244
297,9800.02
298,5447.6226
299,5872.0635
300,5415.2305
301,9399.548
302,4953.693
303,2811.4958
304,8895.906
305,11989.482
306,9558.778
307,10132.627
308,2702.6858
309,6177.4023
310,7033.8774
311,5264.0522
312,3863.277
313,15749.07
314,13859.86
315,8275.248
316,2697.9375
317,7414.798
318,11713.55
319,11555.324
320,8371.91
321,6579.8296
322,5331.92
323,10891.044
324,18531.373
325,6957.4155
326,14346.3
327,18738.213
328,24441.457
329,11480.337
330,6546.419
331,10246.829
332,5611.3643
333,5181.2197
334,13347.739
335,4844.3906
336,2025.4255
337,3288.3047
338,3576.706
339,2200.921
340,6991.277
341,1691.575
342,5718.295
343,9671.488
344,6838.569
345,4388.06
346,9036.678
347,14506.491
348,5437.4517
349,6779.284
350,17692.361
351,5355.824
352,3796.6455
353,8368.14
354,13380.766
355,7352.3184
356,9563.783
357,4613.0376
358,8527.301
359,8653.204
360,5202.256
361,4845.1167
362,22016.28
363,5017.8193
364,7567.522
365,9829.48
366,2772.5754
367,10514.0625
368,24113.156
369,6526.623
370,26533.938
371,19499.873
372,5007.795
373,8425.911
374,4042.0493
375,3441.7522
376,16378.32
377,4898.7334
378,4948.6953
379,19829.395
380,7152.5596
381,13047.186
382,3520.7615
383,15356.51
384,4176.1367
385,5770.4346
386,6470.9863
387,5691.598
388,4505.731
389,2964.1504
390,4582.846
391,14151.238
392,24392.568
393,3952.5896
394,3175.3271
395,3764.536
396,2258.6294
397,6077.557
398,3804.5493
399,6720.8774
400,4827.111
401,5530.892
402,5506.0146
403,6479.326
404,8307.729
405,9133.078
406,14014.03
407,5256.3315
408,24835.666
409,3287.659
410,6578.566
411,30861.672
412,5877.026
413,10914.835
414,3198.4102
415,5581.6978
416,2756.2808
417,5376.9126
418,4825.129
419,9870.349
420,3123.7458
421,3662.688
422,4503.9946
423,4444.4375
424,9538.868
425,18293.81
426,3798.4858
427,21551.312
428,4292.171
429,8178.018
430,3518.946
431,4984.616
432,4023.4062
433,9246.217
434,6870.111
435,7428.1045
436,4712.31
437,6398.4185
438,11188.005
439,16120.147
440,1184.8009
441,5316.6426
442,16737.42
443,5165.961
444,8749.557
445,12989.376
446,5605.827
447,16049.355
448,8129.9004
449,9772.33
450,13559.745
451,6227.6025
452,13110.752
453,7250.397
454,4953.5684
455,19295.477
456,3604.907
457,7028.366
458,7558.3457
459,4369.245
460,4496.493
461,4722.4907
462,7992.221
463,10847.905
464,5889.939
465,8434.333
466,5948.193
467,6917.3345
468,3745.9365
469,1510.969
470,2274.7273
471,3537.2314
472,15499.153
473,16983.52
474,18225.744
475,7468.847
476,13468.777
477,5304.26
478,5507.415
479,6056.983
480,9423.411
481,2780.0256
482,16342.166
483,13190.997
484,15199.813
485,8381.878
486,18424.627
487,14493.783
488,12679.212
489,6719.026
490,5911.6655
491,7871.708
492,9392.207
493,3386.9934
494,6554.092
495,7594.5835
496,6410.457
497,21141.676
498,15686.214
499,3244.451
500,2300.0667
501,8225.504
502,7255.8765
503,13496.173
504,23082.838
505,4814.6313
506,11298.303
507,6978.769
508,5134.7173
509,7629.4663
510,3095.0898
511,22115.92
512,7028.439
513,1905.4928
514,6124.1245
515,5956.904
516,3050.4165
517,23458.236
518,7052.739
519,18648.83
520,7582.5386
521,5269.06
522,4764.2324
523,8668.982
524,7230.9585
525,16165.072
526,5410.605
527,5623.7876
528,6886.917
529,20111.613
530,3297.7217
531,4041.7266
532,15746.627
533,15400.181
534,3201.9958
535,7901.8994
536,8872.676
537,9460.438
538,5743.6255
539,21321.291
540,2081.2415
541,9404.156
542,5208.2974
543,13784.441
544,3909.8933
545,5048.3213
546,6823.2085
547,19414.9
548,5441.493
549,21860.498
550,4575.3843
551,8582.884
552,5204.097
553,9519.4
554,1930.8329
555,6774.878
556,9729.262
557,6908.615
558,3818.4158
559,8728.124
560,3886.5986
561,4792.6987
562,21950.418
563,6843.9463
564,7501.465
565,1257.6079
566,1643.389
567,5573.0293
568,15574.939
569,1982.1509
570,3145.1162
571,8363.552
572,2630.6443
573,3861.2715
574,7824.537
575,3833.6545
576,13382.028
577,5142.8364
578,5087.2925
579,5822.816
580,10221.173
581,17485.31
582,14397.766
583,4596.6367
584,7419.925
585,4389.063
586,13434.617
587,21435.01
588,8201.994
589,15735.037
590,2822.0032
591,6733.1743
592,21139.143
593,2882.76
594,4844.98
595,11515.383
596,3020.5603
597,12411.1875
598,2001.2421
599,9744.98
600,1022.1362
601,7103.6855
602,8177.8125
603,6719.4653
604,15164.33
605,6539.0864
606,11850.493
607,4147.125
608,4564.163
609,7922.393
610,11239.315
611,8359.313
612,10155.12
613,6520.277
614,12557.116
615,6502.446
616,6075.947
617,2343.3738
618,12543.899
619,22199.705
620,16596.258
621,7116.431
622,16116.985
623,9723.052
624,5249.903
625,6488.0264
626,9379.435
627,8721.262
628,1969.7357
629,1417.8989
630,7896.3193
631,4643.0757
632,7396.4526
633,5533.433
634,11029.08
635,9948.636
636,8032.1465
637,3623.4856
638,17689.43
639,3363.4841
640,3495.1565
641,2468.1226
642,14695.182
643,9544.09
644,4327.6074
645,8056.018
646,9216.752
647,5221.431
648,1270.3687
649,7156.431
650,1629.9967
651,1975.913
652,2168.0906
653,3813.9392
654,7831.1875
655,3449.844
656,6430.459
657,6838.058
658,13210.691
659,8379.774
660,6748.6353
661,8567.618
662,14284.415
663,7434.5923
664,4130.1426
665,4815.761
666,10766.51
667,4823.964
668,8314.328
669,9481.382
670,9322.775
671,15310.153
672,2664.207
673,6494.9727
674,4053.109
675,4815.0635
676,13229.868
677,3970.4722
678,4781.477
679,5892.198
680,7268.549
681,9694.207
682,6805.596
683,29230.758
684,12448.179
685,18199.076
686,6879.154
687,10936.991
688,10185.997
689,17274.8
690,8697.02
691,10391.863
692,9254.551
693,4275.727
694,7868.9985
695,3516.2354
696,28050.344
697,5897.1675
698,7983.5635
699,33310.945
700,9370.102
701,16336.476
702,9846.755
703,6173.7607
704,4824.247
705,11703.97
706,11231.255
707,8354.294
708,3354.8472
709,6658.2764
710,3518.13
711,6492.888
712,16438.494
713,9565.543
714,22741.469
715,6970.9355
716,5118.606
717,6615.456
718,17810.414
719,7663.8438
720,15493.771
721,7179.3115
722,17069.002
723,2537.2122
724,4033.5334
725,9106.199
726,9452.025
727,8104.003
728,8390.036
729,3423.2185
730,6926.2285
731,6408.708
732,7109.163
733,8426.275
734,10200.453
735,11262.13
736,20475.63
737,11085.9795
738,6233.656
739,4692.41
740,4385.7056
741,9518.854
742,4670.605
743,7635.0254
744,7120.2476
745,11231.149
746,15145.614
747,8072.6147
748,14550.219
749,626.0464
750,4331.8916
751,7228.413
752,21034.434
753,7681.115
754,4091.8496
755,11633.774
756,5393.395
757,2620.1797
758,7415.4004
759,5653.9473
760,9575.048
761,8278.791
762,24863.283
763,12064.478
764,7438.1006
765,17779.113
766,8614.291
767,6065.6885
768,13648.379
769,3431.577
770,12721.445
771,5834.89
772,25545.928
773,8326.367
774,5569.5645
775,17322.727
776,6014.9077
777,28437.17
778,9526.601
779,9202.108
780,6490.232
781,16951.156
782,12181.371
783,33639.86
784,6946.2017
785,3780.7383
786,4569.697
787,4357.8794
788,7287.637
789,22159.555
790,30688.271
791,1965.9229
792,5274.2744
793,4101.8564
794,2727.3445
795,11419.955
796,8553.496
797,5884.997
798,6524.7207
799,5507.202
800,5296.964
801,10960.638
802,4006.846
803,6351.3535
804,7145.1714
805,21753.543
806,8729.48
807,11752.555
808,5954.7734
809,8356.129
810,12181.325
811,24996.533
812,9011.714
813,5405.6406
814,5698.825
815,6425.1455
816,5250.385
817,4430.4556
818,11001.826
819,5460.192
820,10172.11
821,13970.218
822,5939.6147
823,11811.403
824,4966.9917
825,24705.77
826,6618.7754
827,8407.413
828,4898.737
829,10903.516
830,7377.536
831,10991.875
832,6684.239
833,6211.6807
834,19257.951
835,14136.943
836,7156.9307
837,8532.998
838,6244.5986
839,13324.401
840,4516.294
841,3801.3794
842,9208.608
843,6900.985
844,5623.751
845,6782.581
846,3639.167
847,6716.995
848,16579.975
849,5642.958
850,16337.026
851,10166.511
852,5353.1255
853,6555.3247
854,1043.3497
855,4338.9136
856,8179.684
857,5688.4097
858,8144.2266
859,3987.362
860,4495.399
861,5882.0283
862,5026.3257
863,5212.824
864,12674.655
865,14393.015
866,9949.135
867,7679.8647
868,16029.344
869,7646.6665
870,11991.797
871,12168.044
872,26292.46
873,9837.59
874,6486.9546
875,4322.7354
876,3048.726
877,1520.3584
878,11019.142
879,6080.9805
880,2282.4841
881,2418.5383
882,6625.577
883,2922.738
884,5193.994
885,9323.662
886,5125.851
887,1686.6803
888,13337.154
889,7570.5776
890,7427.5356
891,4779.0933
892,7719.7476
893,10737.029
894,3655.0725
895,12914.698
896,14473.28
897,4249.2944
898,15816.711
899,21827.117
900,20511.094
901,8407.143
902,7729.364
903,15137.254
904,24478.139
905,21288.668
906,7162.187
907,5979.2173
908,1030.509
909,2874.9868
910,5234.925
911,16379.154
912,4696.2964
913,5213.8447
914,5792.3857
915,6537.057
916,14464.381
917,5250.834
918,23821.084
919,7411.8867
920,5153.923
921,4260.832
922,7033.302
923,23034.836
924,8075.053
925,9432.869
926,7808.12
927,5967.184
928,12659.855
929,5102.925
930,6048.075
931,12455.736
932,14508.431
933,3848.5718
934,3296.006
935,7448.155
936,7835.192
937,3524.211
938,13355.42
939,10902.654
940,5909.5366
941,11026.001
942,238.62523
943,19306.295
944,8335.651
945,15266.144
946,4042.553
947,18954.352
948,3873.1858
949,3705.5183
950,6507.209
951,15297.437
952,3300.1082
953,9361.89
954,294.39328
955,7369.5137
956,7780.25
957,7714.5596
958,10044.083
959,600.7033
960,13950.843
961,8157.3335
962,3153.2278
963,6110.7773
964,3343.4766
965,2830.5247
966,6809.523
967,4841.05
968,5650.871
969,3299.59
970,7761.329
971,7483.9253
972,9929.331
973,4387.6816
974,3440.5886
975,4847.133
976,8647.555
977,5673.6406
978,4546.513
979,4947.69
980,14664.024
981,20762.512
982,7530.078
983,10380.079
984,8777.648
985,2797.8691
986,7759.3423
987,22480.584
988,5723.6846
989,2331.6875
990,4682.2324
991,3232.549
992,4456.9404
993,22490.885
994,7219.752
995,4791.4517
996,14549.32
997,5015.741
998,6655.5254
999,6429.7773
1000,14961.94
1001,20580.723
1002,8095.292
1003,5542.5796
1004,4600.7266
1005,19671.768
1006,4208.62
1007,2509.1765
1008,5981.4517
1009,5833.657
1010,10815.352
1011,5891.4263
1012,7957.7544
1013,12840.5625
1014,5700.48
1015,6029.6133
1016,2500.4626
1017,6649.5566
1018,5013.3096
1019,13893.707
1020,5873.4517
1021,11287.205
1022,9130.657
1023,5310.8027
1024,4851.7085
1025,6249.4834
1026,4376.7847
1027,3086.284
1028,12411.202
1029,3081.664
1030,5039.6733
1031,2164.4727
1032,9792.199
1033,3377.333
1034,7676.5273
1035,12495.944
1036,24772.996
1037,5093.9683
1038,3766.0227
1039,6102.746
1040,14727.405
1041,12582.088
1042,6786.5137
1043,26014.27
1044,1881.7228
1045,15918.763
1046,10187.211
1047,14001.81
1048,6646.249
1049,4803.9834
1050,8545.978
1051,9453.999
1052,11813.924
1053,7500.451
1054,21750.635
1055,3273.761
1056,2984.2605
1057,3982.7488
1058,12150.308
1059,9281.764
1060,3996.474
1061,6933.594
1062,8786.946
1063,7511.2715
1064,2024.0441
1065,9181.63
1066,9222.916
1067,4531.101
1068,4921.3867
1069,5041.0
1070,6946.189
1071,7032.5063
1072,5179.528
1073,7031.0264
1074,7684.7783
1075,5470.565
1076,9014.344
1077,4493.545
1078,9463.371
1079,4245.2534
1080,4159.3833
1081,15107.535
1082,15340.496
1083,4804.896
1084,19778.383
1085,9452.506
1086,3005.7327
1087,7282.115
1088,8937.253
1089,8752.877
1090,16675.027
1091,5508.301
1092,5690.6226
1093,7632.264
1094,2797.2249
1095,9330.54
1096,9367.862
1097,6685.549
1098,4180.074
1099,12787.873
1100,7695.8135
1101,3383.2424
1102,2897.0461
1103,18543.605
1104,2215.7874
1105,8483.3545
1106,13939.336
1107,8995.587
1108,4629.728
1109,7425.6104
1110,3781.1492
1111,3478.0996
1112,6069.5825
1113,4729.142
1114,9546.633
1115,8163.2544
1116,2343.82
1117,2654.5542
1118,4676.377
1119,4131.509
1120,10038.912
1121,3829.96
1122,13153.204
1123,5728.1445
1124,3794.7373
1125,16503.045
1126,9154.889
1127,25950.992
1128,2516.9014
1129,3303.6494
1130,4340.112
1131,8595.339
1132,6878.587
1133,5317.0005
1134,8916.344
1135,15215.01
1136,6285.665
1137,4905.049
1138,5155.857
1139,6779.7256
1140,4896.267
1141,7496.739
1142,9364.891
1143,3761.2012
1144,12611.288
1145,7566.4634
1146,5840.7104
1147,7233.9927
1148,2635.7568
1149,5747.3496
1150,12712.334
1151,7940.0527
1152,26491.066
1153,9632.988
1154,18977.822
1155,2078.9287
1156,10134.182
1157,6000.069
1158,6943.003
1159,5884.815
1160,9817.69
1161,5797.8916
1162,11316.547
1163,4853.114
1164,1931.284
1165,7872.5435
1166,3895.511
1167,5826.1333
1168,8781.046
1169,3428.091
1170,4532.3584
1171,4376.391
1172,4011.6025
1173,3355.9314
1174,15610.995
1175,4939.377
1176,6695.108
1177,8276.534
1178,6465.633
1179,10773.381
1180,9945.605
1181,1851.2406
1182,7240.3296
1183,5399.839
1184,3620.791
1185,3557.2378
1186,3243.1594
1187,2869.7312
1188,5389.6895
1189,9358.777
1190,16476.71
1191,8057.518
1192,20950.152
1193,5205.176
1194,18851.912
1195,15676.637
1196,2780.2932
1197,9008.45
1198,19809.998
1199,1866.2634
1200,2329.6296
1201,12721.049
1202,9687.274
1203,25454.64
1204,4031.6619
1205,19948.283
1206,2855.0479
1207,3257.4907
1208,4113.066
1209,4820.0615
1210,4246.4204
1211,2080.4668
1212,11877.703
1213,8318.492
1214,7714.4805
1215,9092.498
1216,2728.2417
1217,5338.3584
1218,8646.53
1219,3175.0212
1220,7868.564
1221,18871.4
1222,6446.8726
1223,12165.748
1224,6036.4517
1225,10748.744
1226,6242.51
1227,4975.393
1228,20098.703
1229,3036.0303
1230,6216.8164
1231,3478.224
1232,5495.1504
1233,15953.936
1234,4750.44
1235,11102.893
1236,27009.684
1237,7144.552
1238,5836.326
1239,3766.8984
1240,18497.746
1241,3124.6494
1242,12697.905
1243,8864.053
1244,8853.664
1245,8059.2876
1246,4892.5195
1247,3723.6746
1248,9105.291
1249,12144.587
1250,5919.073
1251,3640.5173
1252,9707.087
1253,3231.7712
1254,10330.511
1255,5550.6616
1256,1866.7223
1257,20424.783
1258,3775.9944
1259,4202.431
1260,7685.963
1261,9799.544
1262,5069.4673
1263,3531.009
1264,9566.77
1265,25909.31
1266,4724.35
1267,5299.498
1268,2209.364
1269,4160.806
1270,16962.986
1271,8659.691
1272,4583.141
1273,21344.762
1274,6004.0254
1275,15362.451
1276,6610.0825
1277,1341.6053
1278,6172.787
1279,7434.9307
1280,3260.5815
1281,12790.154
1282,5695.893
1283,6906.889
1284,4572.178
1285,6831.7886
1286,4502.9453
1287,12054.8
1288,4196.351
1289,10574.218
1290,5990.0317
1291,14037.702
1292,6573.919
1293,6614.639
1294,11981.889
1295,13660.14
1296,3806.124
1297,10477.961
1298,5999.1406
1299,13346.063
1300,6534.6484
1301,5055.148
1302,7284.6045
1303,7232.555
1304,6049.1445
1305,3966.4402
1306,5241.4766
1307,5717.445
1308,16438.148
1309,10791.372
1310,4853.7256
1311,29239.732
1312,5620.223
1313,9110.789
1314,7538.554
1315,6994.1553
1316,13216.842
1317,7210.163
1318,3516.348
1319,10616.735
1320,4884.518
1321,6472.6562
1322,25287.86
1323,13142.427
1324,19700.543
1325,7574.875
1326,7734.6445
1327,4912.6836
1328,5754.3735
1329,5408.9385
1330,22263.947
1331,6585.746
1332,5078.8447
1333,8774.681
1334,3997.8584
1335,7339.5073
1336,9033.326
1337,12596.652
1338,4772.62
1339,4443.9
1340,9650.074
1341,8653.998
1342,7637.674
1343,10691.444
1344,2518.0117
1345,5775.069
1346,8917.273
1347,6644.7026
1348,5050.9
1349,3541.0593
1350,4796.5786
1351,11768.602
1352,9580.119
1353,18716.635
1354,4147.0796
1355,3087.2068
1356,4126.6416
1357,13958.671
1358,6589.7295
1359,7179.9136
1360,8741.63
1361,4353.7515
1362,4985.819
1363,4851.097
1364,6567.343
1365,8324.002
1366,3219.158
1367,17203.527
1368,26537.748
1369,5501.525
1370,5408.507
1371,19236.693
1372,14416.811
1373,3586.7068
1374,11285.882
1375,4679.1177
1376,8098.926
1377,15540.47
1378,16815.117
1379,15287.522
1380,10346.653
1381,10208.922
1382,4351.915
1383,6623.8774
1384,17948.76
1385,7879.906
1386,9905.39
1387,13406.453
1388,18839.602
1389,6334.0117
1390,3641.8809
1391,6737.1846
1392,6673.687
1393,4375.858
1394,22296.416
1395,5357.7627
1396,4415.188
1397,8967.962
1398,6160.4272
1399,4481.4595
1400,6630.919
1401,6259.708
1402,17774.012
1403,5427.49
1404,10524.436
1405,8291.956
1406,1212.3467
1407,6576.269
1408,8242.08
1409,1855.6658
1410,4123.803
1411,7773.57
1412,7058.769
1413,9985.523
1414,6025.6597
1415,2465.014
1416,6262.1743
1417,3226.991
1418,5004.46
1419,5717.0107
1420,9284.377
1421,7309.711
1422,8013.3667
1423,18878.945
1424,21876.559
1425,4769.371
1426,4180.4414
1427,7915.5786
1428,6970.5044
1429,6946.3564
1430,12117.334
1431,4462.2393
1432,4525.394
1433,14960.502
1434,11578.273
1435,13575.946
1436,8326.743
1437,4599.4663
1438,15200.651
1439,9793.916
1440,7885.202
1441,9184.814
1442,10349.22
1443,6209.5366
1444,17961.217
1445,3262.1072
1446,6732.2466
1447,4314.364
1448,9920.671
1449,5737.642
1450,23786.986
1451,6500.9365
1452,13612.27
1453,6849.619
1454,6577.4414
1455,15319.32
1456,5039.254
1457,6900.3076
1458,6701.5557
1459,8431.778
1460,12508.24
1461,15529.541
1462,4920.9575
1463,10270.848
1464,1621.2738
1465,11721.494
1466,2402.252
1467,4582.6016
1468,6425.8413
1469,5892.9536
1470,5586.9883
1471,28848.762
1472,5148.743
1473,7930.1104
1474,17167.13
1475,2540.5654
1476,26317.11
1477,7028.9634
1478,5302.8096
1479,16753.842
1480,7120.6367
1481,7256.2017
1482,5678.958
1483,5195.08
1484,5356.4424
1485,7267.8677
1486,15736.815
1487,7318.7505
1488,12506.893
1489,6270.807
1490,5173.5664
1491,6119.999
1492,9308.077
1493,13053.181
1494,12283.736
1495,7567.4517
1496,5763.922
1497,12790.672
1498,3308.5542
1499,4590.7856
1500,14218.58
1501,12867.524
1502,7437.982
1503,6369.2275
1504,5766.589
1505,2778.448
1506,4712.5615
1507,5179.935
1508,10503.455
1509,3771.9412
1510,3298.6648
1511,18791.045
1512,16453.281
1513,10119.929
1514,5310.139
1515,9631.123
1516,5711.086
1517,4655.09
1518,18004.309
1519,6064.9478
1520,4698.0034
1521,12379.0625
1522,8739.546
1523,8681.732
1524,8017.1187
1525,3942.3088
1526,7529.139
1527,5200.555
1528,5465.1787
1529,2823.8064
1530,8287.091
1531,6203.4985
1532,5114.9346
1533,12920.52
1534,11604.193
1535,7079.6685
1536,6718.9556
1537,5943.065
1538,7257.1123
1539,8701.344
1540,8853.491
1541,3474.4404
1542,8860.291
1543,10272.803
1544,8505.631
1545,8902.532
1546,5213.511
1547,7025.355
1548,9365.427
1549,5449.218
1550,1110.4104
1551,2146.0461
1552,6491.7646
1553,4036.9736
1554,10391.149
1555,3890.5437
1556,5583.9004
1557,32300.008
1558,4270.242
1559,12453.553
1560,17944.412
1561,5513.0293
1562,16222.483
1563,13160.871
1564,8875.224
1565,16052.218
1566,8357.675
1567,3848.5896
1568,3303.3682
1569,8188.4224
1570,8133.561
1571,8021.344
1572,22360.117
1573,5506.1177
1574,6208.353
1575,14570.814
1576,5015.9585
1577,10309.576
1578,4936.4565
1579,4330.129
1580,14448.147
1581,12611.224
1582,2802.4656
1583,10975.214
1584,8703.677
1585,7986.7935
1586,5692.3994
1587,14567.142
1588,7440.4863
1589,4315.19
1590,5620.576
1591,17310.592
1592,6086.472
1593,13202.834
1594,10133.87
1595,8770.181
1596,3889.8474
1597,6070.303
1598,6844.833
1599,2985.1995
1600,22093.432
1601,6079.0723
1602,2841.7275
1603,18952.1
1604,3116.55
1605,5323.444
1606,4888.913
1607,4905.7183
1608,31381.709
1609,3521.1355
1610,3247.8562
1611,10303.015
1612,6818.78
1613,5661.238
1614,11132.466
1615,1426.7465
1616,5947.2324
1617,7076.0107
1618,29503.697
1619,3967.0776
1620,5985.8276
1621,5459.39
1622,4876.1226
1623,24381.002
1624,19663.21
1625,6506.1367
1626,7129.422
1627,842.9795
1628,5038.581
1629,11573.708
1630,4391.3916
1631,13789.822
1632,13636.559
1633,5689.851
1634,4320.8735
1635,5154.468
1636,6615.025
1637,7286.558
1638,6012.0747
1639,7809.802
1640,9637.618
1641,5368.498
1642,9434.326
1643,7450.5747
1644,10457.453
1645,11354.917
1646,3689.8142
1647,15583.175
1648,20618.492
1649,5162.998
1650,9166.604
1651,3379.6448
1652,10648.407
1653,1954.1326
1654,5238.4297
1655,7381.8857
1656,5921.5493
1657,6273.582
1658,3611.7314
1659,4705.541
1660,3831.702
1661,4227.2466
1662,16197.673
1663,5296.1035
1664,10709.443
1665,10021.376
1666,2562.7136
1667,3569.2407
1668,11186.63
1669,1987.5881
1670,6238.1323
1671,10287.53
1672,4912.585
1673,7670.0957
1674,6677.2886
1675,5666.773
1676,16686.867
1677,16802.938
1678,3566.4072
1679,5478.4897
1680,19652.182
1681,3411.1401
1682,7722.756
1683,6941.951
1684,11738.941
1685,11351.75
1686,8754.77
1687,4267.83
1688,1551.4409
1689,15419.802
1690,2055.712
1691,4273.8257
1692,5897.1274
1693,8496.919
1694,3531.3745
1695,3982.3643
1696,6748.945
1697,11698.644
1698,4500.505
1699,6371.4575
1700,11816.568
1701,21233.445
1702,10930.334
1703,26478.436
1704,8970.461
1705,12787.914
1706,2168.4548
1707,14179.219
1708,8330.199
1709,1529.7614
1710,7371.2593
1711,3705.1511
1712,7247.2925
1713,10860.388
1714,13031.217
1715,8756.808
1716,10087.714
1717,25668.197
1718,3406.971
1719,10840.877
1720,3841.1116
1721,15909.06
1722,6118.898
1723,1207.6875
1724,16509.992
1725,8558.544
1726,15079.328
1727,5977.3906
1728,24321.373
1729,10353.999
1730,10314.915
1731,4868.094
1732,5250.317
1733,9339.954
1734,7233.6094
1735,15151.244
1736,17345.832
1737,9151.991
1738,17305.06
1739,8173.8076
1740,7672.833
1741,4105.4834
1742,4293.189
1743,4334.3433
1744,3395.8372
1745,6211.7695
1746,6720.458
1747,5162.643
1748,11887.096
1749,14444.675
1750,5263.403
1751,3179.6084
1752,3657.3352
1753,5342.3813
1754,15741.555
1755,2736.9888
1756,14254.308
1757,3601.5283
1758,6615.64
1759,6336.4824
1760,6149.1084
1761,14517.675
1762,7853.5376
1763,4362.742
1764,3222.8884
1765,9875.414
1766,13788.348
1767,5794.337
1768,12852.977
1769,7150.711
1770,9751.663
1771,6697.722
1772,5154.861
1773,4294.1367
1774,6870.9365
1775,3355.8628
1776,4514.3687
1777,16906.365
1778,8008.5405
1779,20872.6
1780,23642.18
1781,7325.4917
1782,4584.7437
1783,8358.334
1784,4785.9126
1785,16835.266
1786,6074.0264
1787,2743.0107
1788,5710.9854
1789,11434.537
1790,5996.407
